0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
3.333240199999999709e-02	2.415283799999999950e-04	1.264970165506861064e-03	0.000000000000000000e+00	4.437939899999999993e-03	2.979462099999974356e-02	-2.109022600000000081e-01
6.666480399999999418e-02	4.830567599999999900e-04	2.529940250391227337e-03	0.000000000000000000e+00	8.875879799999999986e-03	5.958924199999993121e-02	-4.218045200000000161e-01
9.999720600000000514e-02	7.245851400000000121e-04	3.794910415898088835e-03	0.000000000000000000e+00	1.331382000000000052e-02	8.938386200000003612e-02	-6.327067899999999634e-01
1.333296099999999873e-01	9.661135100000000199e-04	5.059880500782454674e-03	0.000000000000000000e+00	1.775175999999999837e-02	1.191784799999999755e-01	-8.436090499999999714e-01
1.666620099999999993e-01	1.207641900000000056e-03	6.324850666289316171e-03	0.000000000000000000e+00	2.218969999999999970e-02	1.489731000000000805e-01	-1.054511299999999929e+00
1.999944100000000113e-01	1.449170299999999944e-03	7.589820751173682011e-03	0.000000000000000000e+00	2.662764000000000103e-02	1.787677199999997413e-01	-1.265413600000000027e+00
2.333268099999999956e-01	1.690698600000000015e-03	8.854791158548027882e-03	0.000000000000000000e+00	3.106557899999999942e-02	2.085623500000002295e-01	-1.476315800000000067e+00
2.666592199999999746e-01	1.932226999999999903e-03	1.011976132405488851e-02	0.000000000000000000e+00	3.550351899999999727e-02	2.383569699999998903e-01	-1.687218099999999943e+00
2.999916200000000144e-01	2.173755400000000008e-03	1.138473148956174914e-02	0.000000000000000000e+00	3.994145899999999860e-02	2.681515899999999952e-01	-1.898120400000000041e+00
3.333240199999999986e-01	2.415283800000000113e-03	1.264970165506860977e-02	0.000000000000000000e+00	4.437939899999999993e-02	2.979462100000001001e-01	-2.109022599999999859e+00
3.666564199999999829e-01	2.656812199999999784e-03	1.391467101435052596e-02	0.000000000000000000e+00	4.881733900000000126e-02	3.277408299999997610e-01	-2.319924900000000179e+00
3.999888200000000227e-01	2.898340499999999854e-03	1.517964117985738659e-02	0.000000000000000000e+00	5.325527900000000259e-02	3.575354499999998659e-01	-2.530827100000000218e+00
4.333212300000000017e-01	3.139868899999999959e-03	1.644461134536424549e-02	0.000000000000000000e+00	5.769321899999999698e-02	3.873300699999999708e-01	-2.741729400000000094e+00
4.666536299999999859e-01	3.381397300000000064e-03	1.770958151087111132e-02	0.000000000000000000e+00	6.213115899999999830e-02	4.171246900000000757e-01	-2.952631699999999970e+00
4.999860300000000257e-01	3.622925700000000169e-03	1.897455167637797022e-02	0.000000000000000000e+00	6.656909900000000657e-02	4.469193100000001806e-01	-3.163533900000000010e+00
5.333184300000000100e-01	3.864454099999999840e-03	2.023952184188482911e-02	0.000000000000000000e+00	7.100703899999999402e-02	4.767139299999998414e-01	-3.374436199999999886e+00
5.666508399999999890e-01	4.105982400000000344e-03	2.150449200739169148e-02	0.000000000000000000e+00	7.544497899999999535e-02	5.065085499999999463e-01	-3.585338500000000206e+00
5.999832400000000288e-01	4.347510800000000016e-03	2.276946217289855384e-02	0.000000000000000000e+00	7.988291899999999668e-02	5.363031700000000512e-01	-3.796240699999999801e+00
